question,answer_llm,answer_orig,document
What's a good `max_output_tokens` limit to set for the homework assignments?,"For the homework assignments, a `max_output_tokens` limit of **1024** is sufficient. The context states that ""1024 is enough for homework answers; you can raise it later if needed.""","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
How do I set `max_output_tokens` when working with `rag_helper.py` for Module 1?,"For Module 1 homework with `rag_helper.py`, you should add the `max_output_tokens` parameter in the `llm()` method call.

Here's how you would set it:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

The context suggests that `1024` tokens are usually sufficient for homework answers, and you can increase it later if necessary.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
My OpenRouter API still gives a 402 error after I set `max_output_tokens` - what else should I check?,"If your OpenRouter API still gives a 402 error after you've set `max_output_tokens`, you should check the following:

1.  **Confirm your `.env` points at OpenRouter:**
    Make sure your `.env` file contains the correct OpenRouter configuration, for example:
    ```env
    OPENAI_API_KEY=sk-or-v1-...
    OPENAI_BASE_URL=https://openrouter.ai/api/v1
    OPENAI_MODEL=openai/gpt-oss-120b:free
    ```

2.  **Check your OpenRouter key limit and remaining credits:**
    Visit [https://openrouter.ai/settings/keys](https://openrouter.ai/settings/keys) to verify your API key's limits and ensure you have sufficient credits.

3.  **Prefer a pinned model:**
    Instead of using a generic model like `openrouter/free`, which can route to models with varying limits, try using a pinned model, for example `openai/gpt-oss-120b:free`.

If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"When building the search index for RAG, should I use the original full documents or the chunked versions?","When building the search index for RAG, you should use the **chunked versions** of your documents, not the original full documents.

This approach allows the RAG pipeline to retrieve only the most relevant chunks and incorporate those into the prompt, thereby reducing the amount of context sent to the model.

For example, if your split records are in `chunks`, you would fit your search index on `chunks`:

```python
index.fit(chunks)
```

instead of fitting it on the original `documents`.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
What's the main benefit of training the search index with document chunks instead of the complete documents?,"The main benefit of training the search index with document chunks instead of complete documents is that it **reduces the amount of context sent to the model**.

By retrieving only relevant chunks, the RAG pipeline puts less information into the prompt, making the process more efficient.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
How does this approach of using chunked documents affect the context that gets sent to the language model?,"When using chunked documents, the RAG pipeline retrieves only the *relevant* chunks and puts *only those chunks* into the prompt that is sent to the language model. This process significantly reduces the amount of context that the model receives, as it doesn't get the original full documents, but rather smaller, focused pieces of information. The goal is to make retrieval more accurate by providing less, but more pertinent, text.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
Can you explain with a simple code example how to properly fit the search index with the document chunks?,"To properly fit the search index with document chunks, you should build and search the index using the chunked documents, not the original full documents.

Here's a simple code example:

If your original records are in `documents` and your split records are in `chunks`, you should fit the search index on `chunks`:

```python
index.fit(chunks)
```

**Do not** fit it on the original full documents:

```python
index.fit(documents)
```

Fitting the index on `chunks` ensures that the RAG pipeline retrieves relevant chunks, which reduces the amount of context sent to the model.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
Why is it important for the RAG pipeline to only retrieve relevant chunks and not the entire original document?,"The RAG pipeline retrieves only relevant chunks (and not the entire original document) because it ""reduces the amount of context sent to the model.""","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
What should I do if my numerical answer for a homework question is close but not identical to one of the options?,"If your numerical answer for a homework question is close to one of the options provided, you should choose the closest option.

Small differences can arise from:
*   Slightly different filtering.
*   Different dataset versions.
*   Floating-point or rounding differences.
*   Different model/provider behavior.

If your answer is far from every option, you should re-check the question, the dataset version, and the GitHub homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
What are some potential reasons for small differences between my homework calculations and the given answers?,"Small differences between your homework calculations and the given answers can arise from several factors:

*   Slightly different filtering.
*   Different dataset versions.
*   Floating-point or rounding differences.
*   Different model/provider behavior.

If your numeric answer is close to one of the options, you should choose the closest one.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"If my answer is very different from all the provided options, what steps should I take to resolve this?","If your answer is very different (or ""far from every option"") from the provided options, you should take the following steps:

1.  **Re-check the Question:** Ensure you have correctly understood what is being asked.
2.  **Re-check the Dataset Version:** Verify that you are using the correct version of the dataset specified for the homework.
3.  **Review GitHub Homework Instructions:** Always refer to the detailed homework instructions on GitHub, as they might contain crucial details not immediately apparent elsewhere.
    *   For Module 1, start here: [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)
4.  **Check for Specific Common Issues (e.g., Module 2 Homework):**
    *   **Embedding Model:** The most common cause for significantly different results in Module 2 homework is using an incorrect embedding model. Ensure you are using the lightweight ONNX `Embedder` from `embedder.py` as specified, not `sentence-transformers` or other models like `multi-qa-mpnet-base-dot-v1` or `all-mpnet-base-v2`.
    *   **Field Being Embedded:** Confirm you are embedding the correct field (e.g., the page's `content` field).
    *   **Comparison Vector:** Make sure you are comparing against the correct query vector (e.g., from Q1).
    *   **Vector Normalization:** Verify that the vectors are normalized (the `Embedder` typically returns normalized vectors, so the dot product is directly the cosine similarity).
5.  **If the Question Feels Unclear or You're Still Stuck:**
    *   Ask in Slack. When asking, include your code or command output as text (not a screenshot) and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Can factors like different dataset versions or rounding cause minor variations in homework results?,"Yes, factors like different dataset versions and floating-point or rounding differences can cause minor variations in homework results.

The context states that:
*   ""Small differences can come from: Different dataset versions. Floating-point or rounding differences.""
*   Regarding floating-point precision, it explains that different computation methods (e.g., matrix operations vs. for-loops) can sum numbers in a slightly different order, and since floating-point addition isn't perfectly associative, results can differ in the last few decimal places. These differences are normal and not ""wrong.""","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Is there a general guide or page with overall logistics and advice for the homework assignments?,"Yes, there is a general homework guidance page with overall logistics and advice. You can find it here: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
I'm finding the homework questions unclear. What's the recommended first place to check for better clarification beyond the course platform?,"If you find the homework questions unclear and have already checked the course platform, the recommended first place to check for better clarification is the **GitHub homework instructions**. The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
Where can I find the GitHub links for the Module 1 homework and materials for the 2026 cohort specifically?,"For the 2026 cohort's Module 1 homework and materials, you can find the GitHub links here:

*   **Module 1 cohort materials:** [https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
*   **Module 1 homework instructions:** [https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Will the homework always use the exact same examples and datasets as the lessons, or should I expect some variations?","No, you should expect some variations.

The homework generally follows the lesson workflow, but it ""usually uses a different dataset or asks you to apply the same idea in a slightly different way."" Small differences in answers can also arise from different dataset versions or even using a different embedding model than specified in the homework (which might differ from the one used in the lessons).","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"If I've already looked at the GitHub instructions and it's still confusing, what should I do next to get help?","If you've already looked at the GitHub instructions and it's still unclear, you should ask in Slack. When you ask, make sure to include the code or command output as text (not a screenshot) and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"When asking for help in Slack, what's the best way to share my code or command outputs?","When asking for help in Slack, the best way to share your code or command outputs is **as text, not a screenshot**.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Where can I find the token count for my LLM responses for Module 1 homework, especially if I'm not using OpenAI?","For Module 1 homework, if you are not using OpenAI, you should get the token count directly from the model response object.

Here's how:
*   **Check the provider's response object:** Look for usage fields within the response object returned by your specific LLM provider (e.g., Gemini, Mistral, Hugging Face, Groq). You'll need to adapt your code to extract this information.
*   **Avoid generic tokenizers:** Do not use `tiktoken` or `cl100k_base` as a generic tokenizer, as tokenization varies by model and provider.
*   **Use native tokenizer as approximation:** If your provider does not expose token usage information in the response, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"For OpenAI-compatible models, where should I look in the response object to find the token usage?","For OpenAI-compatible models, you should look in the response object under `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the specific API style.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Should I use `tiktoken` or `cl100k_base` to calculate tokens for models like Gemini, Mistral, or other providers?","No, you should **not** use `tiktoken` or `cl100k_base` as a generic tokenizer for models like Gemini, Mistral, Hugging Face, Groq, or other providers. Tokenization differs by model and provider.

Instead, you should:
1.  **Get the token count from the model response object.** OpenAI-compatible clients typically return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`.
2.  If you are using a non-OpenAI provider, check their response object for its usage fields and adapt your code accordingly.
3.  If your provider does not expose token usage information in the response, use that provider's native tokenizer as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What's the recommended approach for counting tokens if my chosen LLM provider doesn't include usage information in the response?,"If your LLM provider does not expose token usage information in the response, you should use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"If my token count is just an approximation for multiple-choice homework, how should I select the correct option?","If your token count is an approximation for multiple-choice homework questions, you should **choose the closest option**. This guidance also applies to other numeric answers where small differences might occur.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Why is my homework submission getting rejected because of a non-200 status code from my repository URL?,"Your homework submission is getting rejected because the submission checker fetches your repository URL with a GET request and expects an HTTP `200` response. A non-200 status (like 404 or 500) typically indicates that the link is not publicly accessible.

Here are the common causes and how to fix them:

*   **Private repo**: Make sure your repository is public so the checker can access it.
*   **Trailing `.git`**: Submit the plain repository URL (e.g., `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
*   **Typo in the URL**: Double-check and paste the exact correct link.

You can quickly test if the URL is accessible by opening it in a private/incognito browser window. If it loads for you there, it should work for the checker as well.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
What are the usual reasons for a repository link not being publicly reachable for the submission checker?,"The usual reasons for a repository link not being publicly reachable for the submission checker are:

*   **Private repository:** The repository needs to be made public so the checker can access it.
*   **Trailing `.git` in the URL:** The plain repository URL should be submitted (e.g., `https://github.com/you/repo`), not one ending with `.git`.
*   **Typo in the URL:** The exact and correct link should be pasted.

To quickly test if the link is reachable, open the URL in a private/incognito browser window. If it loads there, it should work for the checker.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Do I need to make my GitHub repository public for the homework submission checker to access it?,"Yes, you need to make your GitHub repository public for the homework submission checker to access it.

The context states:
*   ""**Private repo** — make the repository public so the checker can access it.""
*   ""A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.""","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Should I remove the '.git' suffix from my repository URL when submitting my homework?,"Yes, you should remove the '.git' suffix. When submitting your homework, you should submit the plain repository URL (e.g., `https://github.com/you/repo`), not `https://github.com/you/repo.git`. A trailing `.git` is a common reason for submission rejection due to a non-200 status code.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
How can I quickly verify if my submitted repository URL is accessible to the homework checker?,"A quick test to verify if your submitted repository URL is accessible to the homework checker is to open the URL in a private/incognito browser window. If the link loads successfully for you in that window, it should also work for the checker.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
What's the main idea behind embeddings?,"The main idea behind embeddings is to convert non-numerical data (like text, images, or audio) into numerical data, specifically vectors, while preserving its meaning and context. This process ensures that similar non-numerical data points are represented by similar numerical vectors, allowing for the use of mathematical algorithms to find semantic similarity between them.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings help represent similar pieces of information?,"Embeddings help represent similar pieces of information by converting non-numerical data into numerical data while preserving its meaning and context. When similar non-numerical data is processed by an embedding algorithm, it produces numerical representations (vectors) that are also similar. The close proximity of these numerical values allows for the use of mathematical semantic similarity algorithms to identify and measure how alike different pieces of information are.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
What's the benefit of converting non-numerical data into numerical data using embeddings?,"Converting non-numerical data into numerical data using embeddings allows for the use of mathematical semantic similarity algorithms. This means that when non-numerical data is transformed into numerical data (while preserving its meaning and context), the proximity of these numerical values can be used to determine how semantically similar different pieces of data are.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
